model,evaluation_regime,comparison_population,aggregation,n_folds,n_expected,n_actual,n_predicted,n_scored,coverage,MAE,RMSE,MAPE,WAPE,sMAPE,RMSLE,Bias,BiasRatio,n,strategy,horizon,origin_type
MovingAvg28,realized,model_specific,mean_fold,12,346,346,343,343,0.9913294797687862,21.04100019606537,27.0367571043522,100.36336884697738,0.507582546197804,0.4705479493350249,0.6088003362940514,1.79731161487096,0.19708998415944903,28.583333333333332,direct,1,development
NeuralNet,conditional,common,global,12,341,341,341,341,1.0,10.851043237870046,16.737464891245363,45.42538337026665,0.24025749913081526,0.2868270505896613,0.3983443327400342,3.236513368417166,0.07166099984613035,341.0,direct,1,development
NeuralNet,conditional,common,mean_fold,12,341,341,341,341,1.0,10.810792562190478,14.59615618156321,45.253679374827755,0.24897539347614286,0.2883850975031165,0.3820415336178747,3.2168709115734746,0.06539689331628022,28.416666666666668,direct,1,development
Ensemble,conditional,common,global,12,341,341,341,341,1.0,10.520069783600666,15.664485406533386,39.77612706332932,0.2329292770734256,0.2818268201004197,0.37168303339975295,1.5193393383639011,0.03364032948393548,341.0,direct,1,development
Ensemble,conditional,common,mean_fold,12,341,341,341,341,1.0,10.41899421222626,13.735783216573262,39.61452627249197,0.24132905184686992,0.28227592512459265,0.3561582948491269,1.5267013502804028,0.028683601702281247,28.416666666666668,direct,1,development
XGBoost,conditional,common,global,12,341,341,341,341,1.0,12.554589591592638,20.47351032624104,40.82009247673872,0.27797643339608397,0.3077141613743497,0.38832288719607516,0.07337766920716182,0.0016246857476554888,341.0,direct,1,development
XGBoost,conditional,common,mean_fold,12,341,341,341,341,1.0,12.392774555828794,17.010741469348755,40.56549973422866,0.27800227529963156,0.3074570428336522,0.3753523579599452,0.053195362391449175,0.004582651059830043,28.416666666666668,direct,1,development
LightGBM,conditional,common,global,12,341,341,341,341,1.0,11.212301575892832,17.563797701091282,37.3733912376411,0.24825627150051657,0.29186280778598656,0.3768402688690467,0.8611541241844378,0.019067174621576085,341.0,direct,1,development
LightGBM,conditional,common,mean_fold,12,341,341,341,341,1.0,11.138289790044608,15.177746111587235,37.32056711891886,0.25184484678727925,0.292164563178362,0.3661487118070798,0.9110999526053556,0.010243736778109892,28.416666666666668,direct,1,development
DynamicRidge,conditional,common,global,12,341,341,341,341,1.0,22.045613802248432,76.63071946401074,54.69774712913479,0.4881211808692108,0.36870712692065466,0.4939712642214965,6.783907472388136,0.15020534043791667,341.0,direct,1,development
DynamicRidge,conditional,common,mean_fold,12,341,341,341,341,1.0,21.645200769334426,43.07072981559549,54.12966926820834,0.41755393759859505,0.3696377022606618,0.47850715806269467,6.384038630472571,0.10622668156101794,28.416666666666668,direct,1,development
SeasonalNaive,conditional,common,global,12,341,341,341,341,1.0,24.95014662756598,40.15395591910066,151.26328433906448,0.5524316602817999,0.5234801509276577,0.7511887331329598,5.788856304985337,0.12817349522758262,341.0,direct,1,development
SeasonalNaive,conditional,common,mean_fold,12,341,341,341,341,1.0,24.662776631627207,33.85964280291435,146.5491045756177,0.6224499851680034,0.5220090350854296,0.6971910045359525,5.416386432851951,0.2667291878320264,28.416666666666668,direct,1,development
MovingAvg28,conditional,common,global,12,341,341,341,341,1.0,21.306475247779595,34.4458558720674,100.7468875702624,0.47175560414861645,0.46398810585545114,0.6423386854418043,2.1762890607911642,0.048186128805258556,341.0,direct,1,development
MovingAvg28,conditional,common,mean_fold,12,341,341,341,341,1.0,21.08695680079764,27.077107865731616,98.0183110617373,0.5066734025026917,0.46301279397707024,0.5984391705337546,1.7888748591168724,0.19616832590632813,28.416666666666668,direct,1,development
NeuralNet,conditional,model_specific,global,12,341,341,341,341,1.0,10.851043237870046,16.737464891245363,45.42538337026665,0.24025749913081526,0.2868270505896613,0.3983443327400342,3.236513368417166,0.07166099984613035,341.0,direct,1,development
NeuralNet,conditional,model_specific,mean_fold,12,341,341,341,341,1.0,10.810792562190478,14.59615618156321,45.253679374827755,0.24897539347614286,0.2883850975031165,0.3820415336178747,3.2168709115734746,0.06539689331628022,28.416666666666668,direct,1,development
Ensemble,conditional,model_specific,global,12,341,341,341,341,1.0,10.520069783600666,15.664485406533386,39.77612706332932,0.2329292770734256,0.2818268201004197,0.37168303339975295,1.5193393383639011,0.03364032948393548,341.0,direct,1,development
Ensemble,conditional,model_specific,mean_fold,12,341,341,341,341,1.0,10.41899421222626,13.735783216573262,39.61452627249197,0.24132905184686992,0.28227592512459265,0.3561582948491269,1.5267013502804028,0.028683601702281247,28.416666666666668,direct,1,development
XGBoost,conditional,model_specific,global,12,341,341,341,341,1.0,12.554589591592638,20.47351032624104,40.82009247673872,0.27797643339608397,0.3077141613743497,0.38832288719607516,0.07337766920716182,0.0016246857476554888,341.0,direct,1,development
XGBoost,conditional,model_specific,mean_fold,12,341,341,341,341,1.0,12.392774555828794,17.010741469348755,40.56549973422866,0.27800227529963156,0.3074570428336522,0.3753523579599452,0.053195362391449175,0.004582651059830043,28.416666666666668,direct,1,development
LightGBM,conditional,model_specific,global,12,341,341,341,341,1.0,11.212301575892832,17.563797701091282,37.3733912376411,0.24825627150051657,0.29186280778598656,0.3768402688690467,0.8611541241844378,0.019067174621576085,341.0,direct,1,development
LightGBM,conditional,model_specific,mean_fold,12,341,341,341,341,1.0,11.138289790044608,15.177746111587235,37.32056711891886,0.25184484678727925,0.292164563178362,0.3661487118070798,0.9110999526053556,0.010243736778109892,28.416666666666668,direct,1,development
DynamicRidge,conditional,model_specific,global,12,341,341,341,341,1.0,22.045613802248432,76.63071946401074,54.69774712913479,0.4881211808692108,0.36870712692065466,0.4939712642214965,6.783907472388136,0.15020534043791667,341.0,direct,1,development
DynamicRidge,conditional,model_specific,mean_fold,12,341,341,341,341,1.0,21.645200769334426,43.07072981559549,54.12966926820834,0.41755393759859505,0.3696377022606618,0.47850715806269467,6.384038630472571,0.10622668156101794,28.416666666666668,direct,1,development
SeasonalNaive,conditional,model_specific,global,12,341,341,341,341,1.0,24.95014662756598,40.15395591910066,151.26328433906448,0.5524316602817999,0.5234801509276577,0.7511887331329598,5.788856304985337,0.12817349522758262,341.0,direct,1,development
