strategy,candidate,best_single_model,development_test_aligned_WAPE,best_single_development_test_aligned_WAPE,development_relative_improvement,development_broad_WAPE,benchmark_test_aligned_WAPE,best_single_benchmark_test_aligned_WAPE,benchmark_relative_change,benchmark_confirmed,accepted,n_development_rows,n_benchmark_rows
direct,OOF Ensemble,LightGBM,0.25349196453999245,0.26675117325068537,0.04970628076013101,0.26887831204706397,0.26958129929084396,0.2873191455177483,-0.06173569183821977,True,True,2393,840
