origin_type,strategy,origin,validation_stratum,ProductId,DateKey,horizon,actual,model,prediction,absolute_error,signed_error
development,direct,2023-11-24,holiday_event,11,2023-11-25,1,136.0,Ensemble,189.88465816596357,53.88465816596357,53.88465816596357
development,direct,2022-11-20,holiday_event,15,2022-11-26,6,90.0,Ensemble,36.375522984411944,53.624477015588056,-53.624477015588056
development,direct,2025-02-10,winter_test_like,5,2025-02-12,2,126.0,Ensemble,72.44161502114399,53.55838497885601,-53.55838497885601
development,direct,2023-12-18,holiday_event,26,2023-12-19,1,119.0,Ensemble,65.7690221477695,53.230977852230495,-53.230977852230495
development,direct,2023-11-24,holiday_event,11,2023-12-01,7,40.0,Ensemble,93.0954377942904,53.095437794290405,53.095437794290405
development,direct,2023-11-24,holiday_event,5,2023-11-30,6,85.0,Ensemble,137.6531649191144,52.6531649191144,52.6531649191144
development,direct,2024-11-29,holiday_event,19,2024-12-01,2,102.0,Ensemble,49.46741761374277,52.53258238625723,-52.53258238625723
development,direct,2024-11-29,holiday_event,26,2024-11-30,1,226.0,Ensemble,173.80671578273714,52.19328421726286,-52.19328421726286
development,direct,2023-11-24,holiday_event,3,2023-11-28,4,38.0,Ensemble,89.31202700386592,51.31202700386592,51.31202700386592
development,direct,2022-11-20,holiday_event,2,2022-11-24,4,147.0,Ensemble,198.15425465751684,51.154254657516844,51.154254657516844
development,direct,2022-11-20,holiday_event,25,2022-11-23,3,99.0,Ensemble,48.02361638716188,50.97638361283812,-50.97638361283812
development,direct,2024-11-29,holiday_event,10,2024-12-01,2,103.0,Ensemble,52.27803555835183,50.72196444164817,-50.72196444164817
development,direct,2024-11-29,holiday_event,4,2024-12-02,3,117.0,Ensemble,67.18832938410033,49.81167061589967,-49.81167061589967
development,direct,2022-11-20,holiday_event,5,2022-11-21,1,184.0,Ensemble,233.57996858771298,49.57996858771298,49.57996858771298
development,direct,2023-11-24,holiday_event,5,2023-11-29,5,92.0,Ensemble,140.82551693920962,48.82551693920962,48.82551693920962
development,direct,2022-11-20,holiday_event,4,2022-11-24,4,239.0,Ensemble,190.51861575134174,48.48138424865826,-48.48138424865826
development,direct,2023-11-24,holiday_event,3,2023-12-01,7,50.0,Ensemble,97.8990166552458,47.8990166552458,47.8990166552458
development,direct,2024-11-29,holiday_event,9,2024-12-01,2,122.0,Ensemble,74.46443499454331,47.53556500545669,-47.53556500545669
development,direct,2024-02-14,winter_test_like,8,2024-02-20,6,115.0,Ensemble,67.76359259897559,47.23640740102441,-47.23640740102441
development,direct,2022-11-20,holiday_event,8,2022-11-24,4,75.0,Ensemble,122.0996926016436,47.099692601643596,47.099692601643596
development,direct,2024-11-29,holiday_event,2,2024-12-01,2,205.0,Ensemble,157.9068768469722,47.09312315302779,-47.09312315302779
development,direct,2024-11-29,holiday_event,25,2024-12-06,7,92.0,Ensemble,138.95209680121695,46.95209680121695,46.95209680121695
development,direct,2022-11-20,holiday_event,16,2022-11-21,1,187.0,Ensemble,140.64383636205685,46.356163637943155,-46.356163637943155
development,direct,2024-11-29,holiday_event,14,2024-12-01,2,103.0,Ensemble,56.67170016977093,46.32829983022907,-46.32829983022907
development,direct,2024-06-20,regular,25,2024-06-24,4,29.0,Ensemble,75.29127739544595,46.291277395445945,46.291277395445945
development,direct,2022-11-20,holiday_event,2,2022-11-27,7,235.0,Ensemble,281.1882814595764,46.18828145957639,46.18828145957639
development,direct,2024-11-29,holiday_event,4,2024-12-01,2,188.0,Ensemble,141.86521827339234,46.134781726607656,-46.134781726607656
development,direct,2023-11-24,holiday_event,25,2023-11-25,1,68.0,Ensemble,114.03764235630833,46.037642356308325,46.037642356308325
development,direct,2022-11-20,holiday_event,25,2022-11-24,4,88.0,Ensemble,42.02589500699203,45.97410499300797,-45.97410499300797
development,direct,2022-11-20,holiday_event,10,2022-11-26,6,41.0,Ensemble,86.82971077195141,45.82971077195141,45.82971077195141
development,direct,2023-11-24,holiday_event,3,2023-11-25,1,142.0,Ensemble,187.31559633906716,45.315596339067156,45.315596339067156
development,direct,2023-11-24,holiday_event,27,2023-11-26,2,4.0,Ensemble,49.270933702217356,45.270933702217356,45.270933702217356
development,direct,2025-02-10,winter_test_like,25,2025-02-17,7,110.0,Ensemble,64.93336457404259,45.066635425957415,-45.066635425957415
development,direct,2025-02-10,winter_test_like,18,2025-02-12,2,77.0,Ensemble,32.05121899237771,44.94878100762229,-44.94878100762229
development,direct,2022-11-20,holiday_event,3,2022-11-26,6,170.0,Ensemble,214.93217530849822,44.932175308498216,44.932175308498216
development,direct,2023-12-18,holiday_event,5,2023-12-19,1,179.0,Ensemble,134.29839672650132,44.70160327349868,-44.70160327349868
development,direct,2022-11-20,holiday_event,15,2022-11-25,5,92.0,Ensemble,47.63088822742115,44.36911177257885,-44.36911177257885
development,direct,2022-11-20,holiday_event,1,2022-11-23,3,267.0,Ensemble,222.82846138597324,44.17153861402676,-44.17153861402676
development,direct,2022-11-20,holiday_event,2,2022-11-26,6,129.0,Ensemble,172.5816278831409,43.5816278831409,43.5816278831409
development,direct,2022-11-20,holiday_event,5,2022-11-23,3,172.0,Ensemble,214.56554642073925,42.56554642073925,42.56554642073925
development,direct,2024-11-29,holiday_event,4,2024-12-03,4,108.0,Ensemble,66.02762660651497,41.97237339348503,-41.97237339348503
development,direct,2024-11-29,holiday_event,27,2024-12-06,7,130.0,Ensemble,88.63840924056993,41.36159075943007,-41.36159075943007
development,direct,2022-11-20,holiday_event,9,2022-11-22,2,60.0,Ensemble,101.25381716318358,41.253817163183584,41.253817163183584
development,direct,2023-11-24,holiday_event,24,2023-12-01,7,30.0,Ensemble,71.05222276201752,41.05222276201752,41.05222276201752
development,direct,2024-12-20,holiday_event,27,2024-12-27,7,78.0,Ensemble,37.18965852928263,40.81034147071737,-40.81034147071737
development,direct,2023-11-24,holiday_event,22,2023-11-26,2,190.0,Ensemble,149.72884678850457,40.27115321149543,-40.27115321149543
development,direct,2024-12-20,holiday_event,27,2024-12-26,6,69.0,Ensemble,28.98023679341368,40.01976320658632,-40.01976320658632
development,direct,2023-01-10,winter_test_like,19,2023-01-16,6,3.0,Ensemble,43.013560536901224,40.013560536901224,40.013560536901224
development,direct,2023-11-24,holiday_event,11,2023-11-27,3,45.0,Ensemble,84.90912113523629,39.90912113523629,39.90912113523629
development,direct,2022-11-20,holiday_event,25,2022-11-21,1,90.0,Ensemble,50.325150714461216,39.674849285538784,-39.674849285538784
development,direct,2024-12-20,holiday_event,6,2024-12-24,4,4.0,Ensemble,43.476207801740514,39.476207801740514,39.476207801740514
development,direct,2022-11-20,holiday_event,2,2022-11-21,1,166.0,Ensemble,205.42271920705585,39.42271920705585,39.42271920705585
development,direct,2022-11-20,holiday_event,1,2022-11-22,2,267.0,Ensemble,227.6052467191546,39.39475328084541,-39.39475328084541
development,direct,2022-11-20,holiday_event,4,2022-11-22,2,227.0,Ensemble,187.64702191188746,39.352978088112536,-39.352978088112536
development,direct,2024-11-29,holiday_event,1,2024-12-02,3,153.0,Ensemble,113.87194532572363,39.12805467427637,-39.12805467427637
development,direct,2024-11-29,holiday_event,3,2024-12-01,2,334.0,XGBoost,143.71142578125,190.28857421875,-190.28857421875
development,direct,2023-11-24,holiday_event,5,2023-11-25,1,203.0,XGBoost,352.3025817871094,149.30258178710938,149.30258178710938
development,direct,2024-11-29,holiday_event,26,2024-12-01,2,361.0,XGBoost,215.3052520751953,145.6947479248047,-145.6947479248047
development,direct,2022-11-20,holiday_event,4,2022-11-27,7,416.0,XGBoost,270.53948974609375,145.46051025390625,-145.46051025390625
