ProductId,horizon,DateKey,origin,origin_type,strategy,validation_stratum,pred_NeuralNet,pred_AppShare_NeuralNet,pred_QuantityApp_NeuralNet,pred_QuantityWeb_NeuralNet,actual_AppShare,fallback_NeuralNet,nonfinite_NeuralNet,catastrophic_NeuralNet,residual_guard_NeuralNet,residual_nonfinite_NeuralNet,residual_raw_min_NeuralNet,residual_raw_max_NeuralNet,safety_limit_NeuralNet,pred_NeuralNet_seed42,actual,ProductAvailable,baseline,pred_SeasonalNaive,pred_MovingAvg28
1,1,2023-01-11,2023-01-10,development,direct,winter_test_like,51.519963419995705,0.096655235,4.979674155810756,46.54028849647767,0.0425531914893617,False,False,False,False,False,,,,51.519963419995705,47.0,True,66.3,50.0,81.92857142857143
2,1,2023-01-11,2023-01-10,development,direct,winter_test_like,79.99250651181694,0.051343486,4.107094115236938,75.88541120459877,0.08333333333333333,False,False,False,False,False,,,,79.99250651181694,48.0,True,58.9,76.0,67.25
3,1,2023-01-11,2023-01-10,development,direct,winter_test_like,16.590933007698535,0.12170325,2.019170504008051,14.571762256466316,0.07692307692307693,False,False,False,False,False,,,,16.590933007698535,26.0,True,49.9,19.0,54.67857142857143
4,1,2023-01-11,2023-01-10,development,direct,winter_test_like,75.99835890911866,0.082206115,6.24752984191642,69.75082793473845,0.058823529411764705,False,False,False,False,False,,,,75.99835890911866,68.0,True,81.1,80.0,95.82142857142857
5,1,2023-01-11,2023-01-10,development,direct,winter_test_like,90.59088419452075,0.1351023,12.239036980039515,78.35184991429998,0.09836065573770492,False,False,False,False,False,,,,90.59088419452075,122.0,True,117.0,141.0,116.03571428571429
6,1,2023-01-11,2023-01-10,development,direct,winter_test_like,24.746916884108362,0.21062286,5.212266459346533,19.534650793519628,0.16,False,False,False,False,False,,,,24.746916884108362,25.0,True,17.0,23.0,17.0
7,1,2023-01-11,2023-01-10,development,direct,winter_test_like,9.18181889651061,0.1132044,1.0394222739404542,8.14239641734051,0.21739130434782608,False,False,False,False,False,,,,9.18181889651061,23.0,True,21.5,34.0,14.892857142857142
8,1,2023-01-11,2023-01-10,development,direct,winter_test_like,16.67308928019207,0.1493697,2.4904543729187996,14.18263465882488,0.15384615384615385,False,False,False,False,False,,,,16.67308928019207,26.0,True,19.4,14.0,20.821428571428573
9,1,2023-01-11,2023-01-10,development,direct,winter_test_like,31.875966286165927,0.26478037,8.44013022326192,23.43583511292618,0.35,False,False,False,False,False,,,,31.875966286165927,40.0,True,62.2,124.0,38.392857142857146
10,1,2023-01-11,2023-01-10,development,direct,winter_test_like,55.70307012127951,0.15010399,8.361252872306792,47.34181724897272,0.10638297872340426,False,False,False,False,False,,,,55.70307012127951,47.0,True,37.8,63.0,32.142857142857146
11,1,2023-01-11,2023-01-10,development,direct,winter_test_like,39.81096955812204,0.07549438,3.005504416421579,36.80546395524111,0.030303030303030304,False,False,False,False,False,,,,39.81096955812204,33.0,True,61.8,53.0,74.64285714285714
12,1,2023-01-11,2023-01-10,development,direct,winter_test_like,14.619647132594745,0.23326135,3.410198580138585,11.20944855245616,0.2,False,False,False,False,False,,,,14.619647132594745,15.0,True,38.2,62.0,26.785714285714285
13,1,2023-01-11,2023-01-10,development,direct,winter_test_like,49.021536564379396,0.12997891,6.371765893503502,42.64977140135371,0.19607843137254902,False,False,False,False,False,,,,49.021536564379396,51.0,True,43.7,54.0,40.42857142857143
14,1,2023-01-11,2023-01-10,development,direct,winter_test_like,42.02220192190586,0.23852523,10.023355240369572,31.998847307715895,0.32727272727272727,False,False,False,False,False,,,,42.02220192190586,55.0,True,25.9,42.0,24.607142857142858
15,1,2023-01-11,2023-01-10,development,direct,winter_test_like,40.93288409403075,0.117152154,4.795375559289706,36.13750853474104,0.23636363636363636,False,False,False,False,False,,,,40.93288409403075,55.0,True,41.0,65.0,32.17857142857143
16,1,2023-01-11,2023-01-10,development,direct,winter_test_like,35.29119484964621,0.10811982,3.8156777419637247,31.475516318862812,0.16666666666666666,False,False,False,False,False,,,,35.29119484964621,48.0,True,80.9,73.0,70.89285714285714
17,1,2023-01-11,2023-01-10,development,direct,winter_test_like,19.65035522205288,0.13406575,2.634439556789544,17.015915665263336,0.16666666666666666,False,False,False,False,False,,,,19.65035522205288,18.0,True,15.7,15.0,17.392857142857142
18,1,2023-01-11,2023-01-10,development,direct,winter_test_like,19.64937732925154,0.19441082,3.8200514772295273,15.82932614482055,0.34615384615384615,False,False,False,False,False,,,,19.64937732925154,26.0,True,40.1,60.0,35.285714285714285
19,1,2023-01-11,2023-01-10,development,direct,winter_test_like,109.23309848707511,0.18742844,20.473389750886923,88.75970548078817,0.25675675675675674,False,False,False,False,False,,,,109.23309848707511,74.0,True,46.5,107.0,38.607142857142854
20,1,2023-01-11,2023-01-10,development,direct,winter_test_like,29.74859895954953,0.07078831,2.1058530148136034,27.64274550144726,0.0,False,False,False,False,False,,,,29.74859895954953,57.0,True,41.3,40.0,40.5
21,1,2023-01-11,2023-01-10,development,direct,winter_test_like,20.064332886282376,0.21752577,4.36450936631846,15.699823220982058,0.14814814814814814,False,False,False,False,False,,,,20.064332886282376,27.0,True,23.4,25.0,20.5
22,1,2023-01-11,2023-01-10,development,direct,winter_test_like,4.081833399913683,0.19644584,0.8018591812587658,3.279974279478975,0.0,False,False,False,False,False,,,,4.081833399913683,6.0,True,16.4,3.0,17.428571428571427
23,1,2023-01-11,2023-01-10,development,direct,winter_test_like,42.20138813535732,0.12177751,5.139180055688045,37.06220713639475,0.16666666666666666,False,False,False,False,False,,,,42.20138813535732,42.0,True,41.8,56.0,37.785714285714285
24,1,2023-01-11,2023-01-10,development,direct,winter_test_like,8.999292241621713,0.009613546,0.08651510643605508,8.912776883748338,,False,False,False,False,False,,,,8.999292241621713,0.0,False,,,
25,1,2023-01-11,2023-01-10,development,direct,winter_test_like,30.92486948546221,0.20855439,6.449517201458921,24.47535228400329,0.175,False,False,False,False,False,,,,30.92486948546221,40.0,True,45.7,75.0,30.678571428571427
26,1,2023-01-11,2023-01-10,development,direct,winter_test_like,1.1169283458626034,0.11682254,0.13048240721057836,0.986445938652025,,False,False,False,False,False,,,,1.1169283458626034,0.0,False,5.666666666666667,5.666666666666667,5.454545454545454
27,1,2023-01-11,2023-01-10,development,direct,winter_test_like,24.70810913148503,0.24421547,6.03410257164267,18.674006191662844,0.11428571428571428,False,False,False,False,False,,,,24.70810913148503,35.0,True,33.4,52.0,26.416666666666668
28,1,2023-01-11,2023-01-10,development,direct,winter_test_like,14.987237422963629,0.18851773,2.82536004401757,12.161877155618818,0.25,False,False,False,False,False,,,,14.987237422963629,28.0,True,4.7,6.0,5.107142857142857
1,2,2023-01-12,2023-01-10,development,direct,winter_test_like,46.932598637866434,0.12332387,5.787909819212739,41.144689518003915,0.027777777777777776,False,False,False,False,False,,,,46.932598637866434,36.0,True,60.6,57.0,81.92857142857143
2,2,2023-01-12,2023-01-10,development,direct,winter_test_like,69.85328199770605,0.05787178,4.042533858130424,65.81074970091815,0.02040816326530612,False,False,False,False,False,,,,69.85328199770605,49.0,True,63.0,89.0,67.25
3,2,2023-01-12,2023-01-10,development,direct,winter_test_like,6.538390390764234,0.0690634,0.4515634886478779,6.086826755971942,0.0,False,False,False,False,False,,,,6.538390390764234,10.0,True,37.4,15.0,54.67857142857143
4,2,2023-01-12,2023-01-10,development,direct,winter_test_like,67.77443762267562,0.08673558,5.878454911793562,61.89598069104642,0.07692307692307693,False,False,False,False,False,,,,67.77443762267562,52.0,True,87.3,88.0,95.82142857142857
5,2,2023-01-12,2023-01-10,development,direct,winter_test_like,74.40071849284993,0.14697634,10.935145062106153,63.46557232208668,0.02702702702702703,False,False,False,False,False,,,,74.40071849284993,74.0,True,88.0,117.0,116.03571428571429
6,2,2023-01-12,2023-01-10,development,direct,winter_test_like,21.01348969006341,0.22930595,4.818518274768182,16.194970789044433,0.07692307692307693,False,False,False,False,False,,,,21.01348969006341,26.0,True,13.5,21.0,17.0
7,2,2023-01-12,2023-01-10,development,direct,winter_test_like,7.374749717917005,0.1225636,0.9038758785104458,6.4708738394065595,0.1111111111111111,False,False,False,False,False,,,,7.374749717917005,18.0,True,13.8,21.0,14.892857142857142
8,2,2023-01-12,2023-01-10,development,direct,winter_test_like,13.890017832791054,0.19125725,2.656566658837939,11.233451380930509,0.0,False,False,False,False,False,,,,13.890017832791054,27.0,True,17.5,13.0,20.821428571428573
9,2,2023-01-12,2023-01-10,development,direct,winter_test_like,22.358993764679152,0.19067864,4.26338254964976,18.095610881854423,0.22727272727272727,False,False,False,False,False,,,,22.358993764679152,44.0,True,46.5,81.0,38.392857142857146
10,2,2023-01-12,2023-01-10,development,direct,winter_test_like,46.26953640193862,0.13122666,6.071796667227942,40.19773973471068,0.09090909090909091,False,False,False,False,False,,,,46.26953640193862,44.0,True,41.8,89.0,32.142857142857146
11,2,2023-01-12,2023-01-10,development,direct,winter_test_like,37.238281752058036,0.09853643,3.669327409816058,33.56895434224198,0.1111111111111111,False,False,False,False,False,,,,37.238281752058036,45.0,True,61.7,33.0,74.64285714285714
12,2,2023-01-12,2023-01-10,development,direct,winter_test_like,11.655057904926934,0.27617282,3.2188101710275063,8.436247733899428,0.19047619047619047,False,False,False,False,False,,,,11.655057904926934,21.0,True,22.1,34.0,26.785714285714285
13,2,2023-01-12,2023-01-10,development,direct,winter_test_like,39.80813090210788,0.12854902,5.117296393149425,34.69083391577108,0.2,False,False,False,False,False,,,,39.80813090210788,50.0,True,31.3,41.0,40.42857142857143
14,2,2023-01-12,2023-01-10,development,direct,winter_test_like,34.26118641563845,0.26867536,9.205136495006029,25.056050941695343,0.125,False,False,False,False,False,,,,34.26118641563845,32.0,True,20.0,36.0,24.607142857142858
15,2,2023-01-12,2023-01-10,development,direct,winter_test_like,36.65955846459622,0.13814035,5.064164258415227,31.595395298720977,0.15555555555555556,False,False,False,False,False,,,,36.65955846459622,45.0,True,37.7,48.0,32.17857142857143
16,2,2023-01-12,2023-01-10,development,direct,winter_test_like,26.73316459746578,0.10168885,2.718464683127578,24.014699515983008,0.021739130434782608,False,False,False,False,False,,,,26.73316459746578,46.0,True,62.3,47.0,70.89285714285714
17,2,2023-01-12,2023-01-10,development,direct,winter_test_like,15.913696682983957,0.1287509,2.0489028561084974,13.8647935897429,0.05,False,False,False,False,False,,,,15.913696682983957,20.0,True,11.1,13.0,17.392857142857142
18,2,2023-01-12,2023-01-10,development,direct,winter_test_like,15.549034474627533,0.17880696,2.780275594404284,12.768758880223249,0.3157894736842105,False,False,False,False,False,,,,15.549034474627533,19.0,True,38.8,73.0,35.285714285714285
19,2,2023-01-12,2023-01-10,development,direct,winter_test_like,92.67141507494583,0.18801579,17.4236892039317,75.24772310919073,0.2413793103448276,False,False,False,False,False,,,,92.67141507494583,58.0,True,44.8,105.0,38.607142857142854
20,2,2023-01-12,2023-01-10,development,direct,winter_test_like,24.242853923658597,0.08294622,2.0108530598324865,22.2320003219561,0.05555555555555555,False,False,False,False,False,,,,24.242853923658597,36.0,True,46.7,68.0,40.5
21,2,2023-01-12,2023-01-10,development,direct,winter_test_like,17.036441332086735,0.24518465,4.177073821037397,12.859367257186578,0.16,False,False,False,False,False,,,,17.036441332086735,25.0,True,20.5,29.0,20.5
22,2,2023-01-12,2023-01-10,development,direct,winter_test_like,3.8140894104455607,0.19997086,0.7627067254456478,3.0513827418342743,0.0,False,False,False,False,False,,,,3.8140894104455607,3.0,True,10.8,7.0,17.428571428571427
23,2,2023-01-12,2023-01-10,development,direct,winter_test_like,31.173656582969905,0.1230658,3.8364109699334406,27.337244683989102,0.15384615384615385,False,False,False,False,False,,,,31.173656582969905,26.0,True,30.9,39.0,37.785714285714285
24,2,2023-01-12,2023-01-10,development,direct,winter_test_like,8.778041494825425,0.010198334,0.0895214010663549,8.68851991390493,,False,False,False,False,False,,,,8.778041494825425,0.0,False,,,
25,2,2023-01-12,2023-01-10,development,direct,winter_test_like,22.95989115253241,0.17665793,4.056046844410933,18.903844650250516,0.24324324324324326,False,False,False,False,False,,,,22.95989115253241,37.0,True,31.1,56.0,30.678571428571427
26,2,2023-01-12,2023-01-10,development,direct,winter_test_like,0.6309956198354401,0.16712153,0.10545295314465053,0.5255426666907895,1.0,False,False,False,False,False,,,,0.6309956198354401,1.0,False,2.857142857142857,0.0,5.454545454545454
27,2,2023-01-12,2023-01-10,development,direct,winter_test_like,19.186497548678243,0.23299453,4.470348913939862,14.716148062936195,0.047619047619047616,False,False,False,False,False,,,,19.186497548678243,21.0,True,27.666666666666668,38.0,26.416666666666668
28,2,2023-01-12,2023-01-10,development,direct,winter_test_like,13.394493518296784,0.21012393,2.8145035702191175,10.57999034726468,0.2727272727272727,False,False,False,False,False,,,,13.394493518296784,11.0,True,4.5,7.0,5.107142857142857
1,3,2023-01-13,2023-01-10,development,direct,winter_test_like,45.846442479183246,0.13848223,6.348917496791548,39.49752566555693,0.044444444444444446,False,False,False,False,False,,,,45.846442479183246,45.0,True,75.8,68.0,81.92857142857143
2,3,2023-01-13,2023-01-10,development,direct,winter_test_like,56.89447592149363,0.096332476,5.480785710240348,51.413689363459525,0.13043478260869565,False,False,False,False,False,,,,56.89447592149363,46.0,True,77.5,120.0,67.25
3,3,2023-01-13,2023-01-10,development,direct,winter_test_like,5.599152254762195,0.072145805,0.4039553454094902,5.195196825918834,0.0,False,False,False,False,False,,,,5.599152254762195,4.0,True,30.6,13.0,54.67857142857143
4,3,2023-01-13,2023-01-10,development,direct,winter_test_like,57.01989558377774,0.091877535,5.238847451370508,51.78104898206988,0.06382978723404255,False,False,False,False,False,,,,57.01989558377774,47.0,True,78.3,81.0,95.82142857142857
5,3,2023-01-13,2023-01-10,development,direct,winter_test_like,65.06064315782973,0.13229412,8.60714042938759,56.45350272844214,0.04918032786885246,False,False,False,False,False,,,,65.06064315782973,61.0,True,99.1,143.0,116.03571428571429
6,3,2023-01-13,2023-01-10,development,direct,winter_test_like,11.166184770805597,0.25233328,2.8176000665406558,8.34858470426494,0.1111111111111111,False,False,False,False,False,,,,11.166184770805597,18.0,True,10.6,13.0,17.0
7,3,2023-01-13,2023-01-10,development,direct,winter_test_like,6.221844461746254,0.113634475,0.7070160263011418,5.514828481801465,0.3,False,False,False,False,False,,,,6.221844461746254,10.0,True,19.3,34.0,14.892857142857142
8,3,2023-01-13,2023-01-10,development,direct,winter_test_like,11.366871383755372,0.19084468,2.169306986841068,9.197564735673469,0.22727272727272727,False,False,False,False,False,,,,11.366871383755372,22.0,True,13.5,10.0,20.821428571428573
9,3,2023-01-13,2023-01-10,development,direct,winter_test_like,21.044933790120098,0.20326257,4.277647275471196,16.7672865146489,0.15151515151515152,False,False,False,False,False,,,,21.044933790120098,33.0,True,24.5,36.0,38.392857142857146
10,3,2023-01-13,2023-01-10,development,direct,winter_test_like,42.1229128808611,0.16225876,6.834811575451633,35.288101933089784,0.10714285714285714,False,False,False,False,False,,,,42.1229128808611,28.0,True,31.0,63.0,32.142857142857146
11,3,2023-01-13,2023-01-10,development,direct,winter_test_like,34.14094277986787,0.0772518,2.6374492631150006,31.503493771122717,0.06896551724137931,False,False,False,False,False,,,,34.14094277986787,29.0,True,51.8,50.0,74.64285714285714
12,3,2023-01-13,2023-01-10,development,direct,winter_test_like,10.619375095867282,0.26336738,2.7967970458512865,7.822577733533955,0.18181818181818182,False,False,False,False,False,,,,10.619375095867282,22.0,True,26.7,42.0,26.785714285714285
13,3,2023-01-13,2023-01-10,development,direct,winter_test_like,35.16676836656313,0.141366,4.971385550766709,30.195382815796425,0.14285714285714285,False,False,False,False,False,,,,35.16676836656313,28.0,True,27.1,36.0,40.42857142857143
14,3,2023-01-13,2023-01-10,development,direct,winter_test_like,30.143531283901016,0.26694712,8.046728875771281,22.096801509782498,0.36585365853658536,False,False,False,False,False,,,,30.143531283901016,41.0,True,19.8,35.0,24.607142857142858
15,3,2023-01-13,2023-01-10,development,direct,winter_test_like,29.588515974427942,0.13976103,4.135321488699592,25.45319448572835,0.11428571428571428,False,False,False,False,False,,,,29.588515974427942,35.0,True,32.3,55.0,32.17857142857143
16,3,2023-01-13,2023-01-10,development,direct,winter_test_like,23.97374306443369,0.13458097,3.226409591598895,20.747333472834796,0.06896551724137931,False,False,False,False,False,,,,23.97374306443369,29.0,True,57.3,50.0,70.89285714285714
17,3,2023-01-13,2023-01-10,development,direct,winter_test_like,12.443455180760129,0.15303837,1.9043260685287904,10.539128926809408,0.3,False,False,False,False,False,,,,12.443455180760129,10.0,True,9.9,10.0,17.392857142857142
18,3,2023-01-13,2023-01-10,development,direct,winter_test_like,11.889404327350444,0.1914375,2.2760778139879294,9.613326690528446,0.2222222222222222,False,False,False,False,False,,,,11.889404327350444,18.0,True,28.7,46.0,35.285714285714285
19,3,2023-01-13,2023-01-10,development,direct,winter_test_like,78.4268525544341,0.20663227,16.205518682784177,62.2213350403011,0.2978723404255319,False,False,False,False,False,,,,78.4268525544341,47.0,True,33.8,74.0,38.607142857142854
20,3,2023-01-13,2023-01-10,development,direct,winter_test_like,22.583613886942683,0.08332376,1.8817516645683687,20.701861885852242,0.06666666666666667,False,False,False,False,False,,,,22.583613886942683,15.0,True,43.2,62.0,40.5
21,3,2023-01-13,2023-01-10,development,direct,winter_test_like,14.740404873696521,0.24401514,3.5968819931328655,11.143522660914506,0.25,False,False,False,False,False,,,,14.740404873696521,24.0,True,15.1,18.0,20.5
22,3,2023-01-13,2023-01-10,development,direct,winter_test_like,2.977220098225193,0.261907,0.7797548178206933,2.1974653691325727,0.0,False,False,False,False,False,,,,2.977220098225193,3.0,True,6.4,1.0,17.428571428571427
23,3,2023-01-13,2023-01-10,development,direct,winter_test_like,26.419624281586067,0.12944153,3.419796576151585,22.999828492800642,0.03571428571428571,False,False,False,False,False,,,,26.419624281586067,28.0,True,31.1,56.0,37.785714285714285
24,3,2023-01-13,2023-01-10,development,direct,winter_test_like,8.519745728610117,0.01048817,0.0893565432546858,8.43038933611343,,False,False,False,False,False,,,,8.519745728610117,0.0,False,,,
25,3,2023-01-13,2023-01-10,development,direct,winter_test_like,20.19196539686041,0.1796133,3.6267456821507142,16.56522001559343,0.17391304347826086,False,False,False,False,False,,,,20.19196539686041,23.0,True,19.0,33.0,30.678571428571427
26,3,2023-01-13,2023-01-10,development,direct,winter_test_like,3.508883820741344,0.09757295,0.34237215440053537,3.166511770913696,,False,False,False,False,False,,,,3.508883820741344,0.0,False,13.0,13.0,5.454545454545454
27,3,2023-01-13,2023-01-10,development,direct,winter_test_like,16.573775840942353,0.24198501,4.010605281458392,12.563170312515457,0.0,False,False,False,False,False,,,,16.573775840942353,3.0,True,20.0,23.0,26.416666666666668
28,3,2023-01-13,2023-01-10,development,direct,winter_test_like,10.651968684612312,0.22329992,2.3785837610701335,8.273384923542178,0.17391304347826086,False,False,False,False,False,,,,10.651968684612312,23.0,True,3.5,6.0,5.107142857142857
