ProductId,horizon,DateKey,origin,origin_type,strategy,validation_stratum,pred_NeuralNet,pred_AppShare_NeuralNet,pred_QuantityApp_NeuralNet,pred_QuantityWeb_NeuralNet,actual_AppShare,fallback_NeuralNet,nonfinite_NeuralNet,catastrophic_NeuralNet,residual_guard_NeuralNet,residual_nonfinite_NeuralNet,residual_raw_min_NeuralNet,residual_raw_max_NeuralNet,safety_limit_NeuralNet,pred_NeuralNet_seed42,actual,ProductAvailable,baseline,pred_SeasonalNaive,pred_MovingAvg28
1,1,2023-01-11,2023-01-10,development,direct,winter_test_like,50.58988872663661,0.07956535,4.025202389752412,46.56468671380824,0.0425531914893617,False,False,False,False,False,,,,50.58988872663661,47.0,True,66.3,50.0,81.92857142857143
2,1,2023-01-11,2023-01-10,development,direct,winter_test_like,81.06880854002281,0.041011747,3.324773463229727,77.74403477478825,0.08333333333333333,False,False,False,False,False,,,,81.06880854002281,48.0,True,58.9,76.0,67.25
3,1,2023-01-11,2023-01-10,development,direct,winter_test_like,16.457647559292866,0.09961577,1.6394411944788143,14.81820661005211,0.07692307692307693,False,False,False,False,False,,,,16.457647559292866,26.0,True,49.9,19.0,54.67857142857143
4,1,2023-01-11,2023-01-10,development,direct,winter_test_like,74.51564262907092,0.07037958,5.244379451121208,69.27126484350411,0.058823529411764705,False,False,False,False,False,,,,74.51564262907092,68.0,True,81.1,80.0,95.82142857142857
5,1,2023-01-11,2023-01-10,development,direct,winter_test_like,91.2195014442411,0.1288666,11.755146823293396,79.4643532616712,0.09836065573770492,False,False,False,False,False,,,,91.2195014442411,122.0,True,117.0,141.0,116.03571428571429
6,1,2023-01-11,2023-01-10,development,direct,winter_test_like,24.072700247504386,0.20291287,4.884660625319624,19.18803962218476,0.16,False,False,False,False,False,,,,24.072700247504386,25.0,True,17.0,23.0,17.0
7,1,2023-01-11,2023-01-10,development,direct,winter_test_like,9.188994789334757,0.12061601,1.1083398995440157,8.080654821327395,0.21739130434782608,False,False,False,False,False,,,,9.188994789334757,23.0,True,21.5,34.0,14.892857142857142
8,1,2023-01-11,2023-01-10,development,direct,winter_test_like,16.682440662475162,0.14318034,2.3885975348994912,14.293842630400196,0.15384615384615385,False,False,False,False,False,,,,16.682440662475162,26.0,True,19.4,14.0,20.821428571428573
9,1,2023-01-11,2023-01-10,development,direct,winter_test_like,32.863302077786294,0.26956692,8.858859233213064,24.004443823975954,0.35,False,False,False,False,False,,,,32.863302077786294,40.0,True,62.2,124.0,38.392857142857146
10,1,2023-01-11,2023-01-10,development,direct,winter_test_like,56.14820656650915,0.15263335,8.570089093138101,47.57811663669757,0.10638297872340426,False,False,False,False,False,,,,56.14820656650915,47.0,True,37.8,63.0,32.142857142857146
11,1,2023-01-11,2023-01-10,development,direct,winter_test_like,41.43958499634185,0.07122185,2.951403940338685,38.48818198225007,0.030303030303030304,False,False,False,False,False,,,,41.43958499634185,33.0,True,61.8,53.0,74.64285714285714
12,1,2023-01-11,2023-01-10,development,direct,winter_test_like,14.199543212845192,0.19412437,2.7564773920308276,11.443066243993728,0.2,False,False,False,False,False,,,,14.199543212845192,15.0,True,38.2,62.0,26.785714285714285
13,1,2023-01-11,2023-01-10,development,direct,winter_test_like,50.093889864949986,0.1389817,6.962133970215342,43.131755894734646,0.19607843137254902,False,False,False,False,False,,,,50.093889864949986,51.0,True,43.7,54.0,40.42857142857143
14,1,2023-01-11,2023-01-10,development,direct,winter_test_like,42.514014602597335,0.22951108,9.757437498935067,32.756577103662266,0.32727272727272727,False,False,False,False,False,,,,42.514014602597335,55.0,True,25.9,42.0,24.607142857142858
15,1,2023-01-11,2023-01-10,development,direct,winter_test_like,40.85529602178028,0.1372887,5.608970663386763,35.24632596718487,0.23636363636363636,False,False,False,False,False,,,,40.85529602178028,55.0,True,41.0,65.0,32.17857142857143
16,1,2023-01-11,2023-01-10,development,direct,winter_test_like,38.3910872550998,0.13224928,5.077193679014578,33.31389300401344,0.16666666666666666,False,False,False,False,False,,,,38.3910872550998,48.0,True,80.9,73.0,70.89285714285714
17,1,2023-01-11,2023-01-10,development,direct,winter_test_like,19.731081426966206,0.117564686,2.3196783853521787,17.41140318862204,0.16666666666666666,False,False,False,False,False,,,,19.731081426966206,18.0,True,15.7,15.0,17.392857142857142
18,1,2023-01-11,2023-01-10,development,direct,winter_test_like,19.92648715553817,0.18337698,3.654059092547209,16.272428359918756,0.34615384615384615,False,False,False,False,False,,,,19.92648715553817,26.0,True,40.1,60.0,35.285714285714285
19,1,2023-01-11,2023-01-10,development,direct,winter_test_like,101.50307786515066,0.17985111,18.2554417045941,83.24763616055655,0.25675675675675674,False,False,False,False,False,,,,101.50307786515066,74.0,True,46.5,107.0,38.607142857142854
20,1,2023-01-11,2023-01-10,development,direct,winter_test_like,30.13492295851089,0.082788125,2.4948137591270374,27.6401096484292,0.0,False,False,False,False,False,,,,30.13492295851089,57.0,True,41.3,40.0,40.5
21,1,2023-01-11,2023-01-10,development,direct,winter_test_like,20.298730154635482,0.2053362,4.168064078458074,16.13066577370276,0.14814814814814814,False,False,False,False,False,,,,20.298730154635482,27.0,True,23.4,25.0,20.5
22,1,2023-01-11,2023-01-10,development,direct,winter_test_like,3.9598261625671194,0.19460602,0.7706060135335665,3.189220208039561,0.0,False,False,False,False,False,,,,3.9598261625671194,6.0,True,16.4,3.0,17.428571428571427
23,1,2023-01-11,2023-01-10,development,direct,winter_test_like,41.09624135182788,0.11558538,4.75012464455818,36.34611640107884,0.16666666666666666,False,False,False,False,False,,,,41.09624135182788,42.0,True,41.8,56.0,37.785714285714285
24,1,2023-01-11,2023-01-10,development,direct,winter_test_like,6.278193693259421,0.08718589,0.5473699014902329,5.730823978873941,,False,False,False,False,False,,,,6.278193693259421,0.0,False,,,
25,1,2023-01-11,2023-01-10,development,direct,winter_test_like,31.801658622447093,0.1977288,6.2881037272522065,25.513554421313245,0.175,False,False,False,False,False,,,,31.801658622447093,40.0,True,45.7,75.0,30.678571428571427
26,1,2023-01-11,2023-01-10,development,direct,winter_test_like,1.1631026909620754,0.22458343,0.2612135941958408,0.901889079434654,,False,False,False,False,False,,,,1.1631026909620754,0.0,False,5.666666666666667,5.666666666666667,5.454545454545454
27,1,2023-01-11,2023-01-10,development,direct,winter_test_like,25.821262277256654,0.22272193,5.750961480937015,20.07030079631964,0.11428571428571428,False,False,False,False,False,,,,25.821262277256654,35.0,True,33.4,52.0,26.416666666666668
28,1,2023-01-11,2023-01-10,development,direct,winter_test_like,14.167238323142675,0.21809036,3.0897380408778528,11.077500282264822,0.25,False,False,False,False,False,,,,14.167238323142675,28.0,True,4.7,6.0,5.107142857142857
1,2,2023-01-12,2023-01-10,development,direct,winter_test_like,46.227369386137504,0.08873109,4.101804769186575,42.1255635836887,0.027777777777777776,False,False,False,False,False,,,,46.227369386137504,36.0,True,60.6,57.0,81.92857142857143
2,2,2023-01-12,2023-01-10,development,direct,winter_test_like,68.00579498575698,0.040389325,2.7467081875076262,65.25908857163866,0.02040816326530612,False,False,False,False,False,,,,68.00579498575698,49.0,True,63.0,89.0,67.25
3,2,2023-01-12,2023-01-10,development,direct,winter_test_like,5.818902914920566,0.06494428,0.3779044728503549,5.440998528778622,0.0,False,False,False,False,False,,,,5.818902914920566,10.0,True,37.4,15.0,54.67857142857143
4,2,2023-01-12,2023-01-10,development,direct,winter_test_like,66.82916057251546,0.072748385,4.861713527268107,61.9674485389955,0.07692307692307693,False,False,False,False,False,,,,66.82916057251546,52.0,True,87.3,88.0,95.82142857142857
5,2,2023-01-12,2023-01-10,development,direct,winter_test_like,75.61429296634773,0.11138174,8.422051472427626,67.19223924043857,0.02702702702702703,False,False,False,False,False,,,,75.61429296634773,74.0,True,88.0,117.0,116.03571428571429
6,2,2023-01-12,2023-01-10,development,direct,winter_test_like,20.243134489252718,0.21487057,4.349653888603556,15.893480600649161,0.07692307692307693,False,False,False,False,False,,,,20.243134489252718,26.0,True,13.5,21.0,17.0
7,2,2023-01-12,2023-01-10,development,direct,winter_test_like,7.094918601985652,0.12501632,0.8869805914138977,6.207937904849229,0.1111111111111111,False,False,False,False,False,,,,7.094918601985652,18.0,True,13.8,21.0,14.892857142857142
8,2,2023-01-12,2023-01-10,development,direct,winter_test_like,13.461661739408514,0.16218641,2.1832986440410647,11.278363496556233,0.0,False,False,False,False,False,,,,13.461661739408514,27.0,True,17.5,13.0,20.821428571428573
9,2,2023-01-12,2023-01-10,development,direct,winter_test_like,22.50130692917827,0.19913901,4.4808880730329435,18.02041919144093,0.22727272727272727,False,False,False,False,False,,,,22.50130692917827,44.0,True,46.5,81.0,38.392857142857146
10,2,2023-01-12,2023-01-10,development,direct,winter_test_like,44.725058621839835,0.15307684,6.846370751205062,37.878688537090085,0.09090909090909091,False,False,False,False,False,,,,44.725058621839835,44.0,True,41.8,89.0,32.142857142857146
11,2,2023-01-12,2023-01-10,development,direct,winter_test_like,37.90071224625578,0.09586577,3.6333810075475053,34.267330673943654,0.1111111111111111,False,False,False,False,False,,,,37.90071224625578,45.0,True,61.7,33.0,74.64285714285714
12,2,2023-01-12,2023-01-10,development,direct,winter_test_like,11.593918423680083,0.21336135,2.473694117762461,9.120223960391927,0.19047619047619047,False,False,False,False,False,,,,11.593918423680083,21.0,True,22.1,34.0,26.785714285714285
13,2,2023-01-12,2023-01-10,development,direct,winter_test_like,39.8503516402621,0.13301538,5.300709639052565,34.54964140739302,0.2,False,False,False,False,False,,,,39.8503516402621,50.0,True,31.3,41.0,40.42857142857143
14,2,2023-01-12,2023-01-10,development,direct,winter_test_like,34.79243067244155,0.25159281,8.75352557086968,26.038905101571867,0.125,False,False,False,False,False,,,,34.79243067244155,32.0,True,20.0,36.0,24.607142857142858
15,2,2023-01-12,2023-01-10,development,direct,winter_test_like,36.00343496280546,0.16224736,5.841462264741615,30.161972698063842,0.15555555555555556,False,False,False,False,False,,,,36.00343496280546,45.0,True,37.7,48.0,32.17857142857143
16,2,2023-01-12,2023-01-10,development,direct,winter_test_like,27.841897435130548,0.109287195,3.0427628715923376,24.79913435609991,0.021739130434782608,False,False,False,False,False,,,,27.841897435130548,46.0,True,62.3,47.0,70.89285714285714
17,2,2023-01-12,2023-01-10,development,direct,winter_test_like,16.280946172354003,0.115112536,1.8741409967703522,14.406805054281149,0.05,False,False,False,False,False,,,,16.280946172354003,20.0,True,11.1,13.0,17.392857142857142
18,2,2023-01-12,2023-01-10,development,direct,winter_test_like,16.01639236835562,0.17278533,2.7673975901398764,13.2489945395529,0.3157894736842105,False,False,False,False,False,,,,16.01639236835562,19.0,True,38.8,73.0,35.285714285714285
