split,policy,WAPE,MAE,BiasRatio,n
development,control,0.45677417441463886,21.04925515921826,0.08323220190696501,813
development,weight_soft,0.4571935297578083,21.06858006442348,0.08587196146307978,813
development,weight_default,0.4579978584200487,21.105645468274446,0.08808486221900964,813
benchmark,control,1.1159143735994546,31.815515873015876,0.8550071680097986,840
benchmark,weight_soft,1.117832649543875,31.87020729038841,0.8572677822651176,840
benchmark,weight_default,1.1197058764149859,31.92361432650297,0.8594640373342998,840
